"ID","성별","학교지역","부최종학력","모최종학력","부종사상지위","모종사상지위","연간소득","보호자건강","키","몸무게","건강상태","성적만족도","가출유무","가족구성","다문화가정여부","형제자매유무","전학경험유무","가족여행","damage","sleep","방임","학대","학습","교우","교사","사회성","가족연락","친구연락","휴대전화의존도","가출친구","교내동아리","교외동아리","비행친구수","체험활동","age"
32916,"2","21","2","2","3","4",2500,"2",166,50,"2","1","1","1","2","1","2",1,0,8,3,3.66666666666667,3.33333333333333,2,3.33333333333333,2,2.5,1,1.33333333333333,0,"1","2",2,5,15
32930,"1","21","1","1","3","4",2000,"2",174,62,"2","2","1","1","2","2","2",3,0,7,2.66666666666667,2.66666666666667,2,2,2.33333333333333,2,2,1.5,3,0,"2","2",0,0,17
33013,"2","21","2","2","2","0",2400,"1",160,52,"3","4","1","1","2","1","2",3,0,7,2,4,2.33333333333333,1.66666666666667,2.33333333333333,2.33333333333333,1.5,1,2,0,"2","2",0,2,15
33108,"1","21","2","2","1","2",5000,"2",164,59,"2","3","1","1","2","1","2",1,0,5,1,3,2.66666666666667,1.33333333333333,3,4,1,1,2,0,"1","2",2.33333333333333,2,18
33115,"1","21","1","1","3","4",3500,"2",173,65,"1","2","1","1","2","2","2",1,0,9,1,1.66666666666667,2,2,1.66666666666667,1.33333333333333,1.5,1,1.66666666666667,0,"2","2",0,1,15
33137,"1","21","1","1","3","4",3800,"1",182,76,"1","4","1","1","2","1","2",2,0,6,2.33333333333333,3,2.66666666666667,2.33333333333333,3.33333333333333,3,2,1,2.66666666666667,0,"2","2",0,0,18
33201,"2","21","2","2","1","1",3800,"1",161,42,"2","3","1","1","2","1","2",0,0,7,1,4,1.66666666666667,2,3,3.66666666666667,1,2,4,0,"1","2",0,0,17
33209,"2","21","2","2","2","0",3000,"1",162,47,"1","4","1","1","2","1","2",3,0,6,2,4,1.66666666666667,1,1,3,3,1,1,0,"1","2",0.666666666666667,0,16
33214,"1","21","1","2","1","0",2000,"2",165,48,"2","4","1","2","2","1","2",1,0,8,2,2.66666666666667,2,2.66666666666667,2.66666666666667,2.66666666666667,2,1,2,0,"2","2",0,1,16
33222,"1","21","2","2","3","1",2000,"2",178,52,"2","2","1","2","2","1","2",2,0,7,2,3.33333333333333,3.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2,1,3,1,"1","1",2,0,16
45521,"1","22","2","1","2","4",12000,"2",173,58,"2","4","1","1","2","1","2",0,0,6,2,3.33333333333333,3.33333333333333,2,2,2.66666666666667,1.5,1,2.66666666666667,1,"2","2",13.6666666666667,2,17
45611,"2","22","1","1","2","1",10000,"1",155,53,"2","4","1","1","2","1","1",1,0,7,2.33333333333333,3.66666666666667,2.66666666666667,2.33333333333333,3,2.66666666666667,2,1,3.66666666666667,0,"1","2",1,2,17
45612,"2","22","1","1","1","1",5000,"3",162,49,"2","1","1","1","2","1","2",1,0,8,2,2.33333333333333,3,2.33333333333333,3,2,2,1,2,0,"2","2",0,2,17
45712,"1","22","1","1","1","1",6000,"3",168,54,"1","1","1","4","2","2","2",4,0,7,1,1,1,1,1.33333333333333,1,2,2,2,0,"1","2",0,6,15
45719,"1","22","2","2","1","1",6500,"2",181,76,"1","4","1","1","2","2","2",0,0,7,1.66666666666667,1.66666666666667,2.66666666666667,1.66666666666667,3,2,3,1,3,0,"1","2",0,3,18
45811,"2","22","1","1","1","1",1500,"2",160,45,"1","2","1","1","2","1","2",0,0,6,2,3,4,1.33333333333333,2.66666666666667,2.33333333333333,1.5,1,2.33333333333333,0,"2","2",5,1,17
52723,"1","23","3","1","1","0",2400,"2",172,59,"3","2","1","1","2","1","2",3,0,9,3,3,2,2,2,1,2,1,4,3,"1","2",4.66666666666667,0,15
52823,"2","23","1","1","3","0",2500,"2",158,43,"2","2","1","2","2","2","2",1,0,5,2.33333333333333,2.33333333333333,2,1.33333333333333,1.66666666666667,3.33333333333333,2,1,3,2,"1","2",3.33333333333333,4,18
52830,"2","23","1","1","1","1",3800,"2",164,53,"2","4","1","1","2","1","2",2,0,8,2,2,2.66666666666667,2,2,4,1.5,1,1,0,"2","2",0.666666666666667,0,15
63304,"1","24","1","1","0","0",840,"3",175,106,"3","2","1","3","2","1","2",0,1,4,2.33333333333333,3.33333333333333,4,2.33333333333333,2.33333333333333,2.66666666666667,2,2.5,4,0,"1","2",0,1,18
63310,"1","32","1","1","0","0",0,"3",162,41,"3","2","1","2","2","2","1",0,1,8,3.66666666666667,1,1.66666666666667,2,1.66666666666667,3,2,1,3.33333333333333,4,"2","2",3.66666666666667,3,15
63327,"1","24","2","1","1","1",5000,"2",178,64,"1","2","1","1","2","2","2",2,0,8,2,2.66666666666667,2,1.66666666666667,2,2,1.5,1,2,3,"1","2",3.33333333333333,1,16
63329,"1","24","1","1","0","1",2000,"2",173,58,"1","2","1","2","2","1","2",2,0,7,1.33333333333333,4,2.66666666666667,2,3,2.33333333333333,2,1.5,3.66666666666667,2,"2","1",2.33333333333333,1,15
63406,"1","24","3","2","1","1",6000,"1",172,57,"1","3","1","4","2","1","2",5,1,8,3,2.66666666666667,3,2,2.33333333333333,3,1.5,1,2.66666666666667,6,"2","2",12.6666666666667,1,15
63408,"1","24","1","1","3","1",2500,"2",140,38,"2","3","1","2","2","1","2",10,0,8,2.33333333333333,2.33333333333333,2.66666666666667,1.66666666666667,2,2,1.5,3,4,0,"1","2",0,0,15
63411,"1","24","1","2","3","1",4800,"2",160,39,"2","4","1","1","1","1","2",2,0,8,1.33333333333333,2.33333333333333,3.66666666666667,2.33333333333333,2,1.66666666666667,1.5,1,2,6,"2","1",12.6666666666667,1,15
63415,"1","24","1","1","0","0",700,"2",170,40,"2","3","1","2","2","1","2",0,0,5,2,3,3.66666666666667,2.33333333333333,2.66666666666667,3,2,1,2.66666666666667,7,"1","2",8,2,17
63418,"1","24","1","1","0","0",720,"2",156,41,"2","3","1","3","2","1","2",1,1,9,2,3,2.66666666666667,2,2.66666666666667,2,1.5,2,2.33333333333333,6,"1","2",12.6666666666667,1,15
63510,"2","24","2","2","3","0",3500,"2",151,50,"2","3","1","1","2","1","2",0,0,7,2.66666666666667,3.66666666666667,2.66666666666667,1.33333333333333,3,3,2,1,1.66666666666667,2,"2","2",0,0,15
63530,"2","24","1","1","3","3",6000,"2",164,52,"2","3","1","4","2","1","2",0,0,6,2.33333333333333,3,2.33333333333333,2,2,3.33333333333333,2,2.5,2.33333333333333,2,"1","2",0,3,18
63536,"1","24","1","1","1","0",2400,"3",165,46,"2","4","1","1","2","1","2",0,0,9,2,3.33333333333333,2.66666666666667,2.33333333333333,3,3,1.5,1.5,2,0,"2","2",0,0,15
75026,"2","25","1","1","1","0",3500,"2",155,44,"2","2","1","1","2","2","2",0,0,5,2.33333333333333,3.66666666666667,3,1.66666666666667,2,3.33333333333333,2,1,2,1,"1","2",1.66666666666667,0,15
75105,"1","25","1","1","1","1",5000,"2",171,50,"2","2","1","1","2","1","2",5,2,5,1.66666666666667,1.66666666666667,4,2,2.33333333333333,2,1.5,1,4,10,"2","2",13.3333333333333,1,18
75108,"1","30","2","2","1","0",5000,"2",169,53,"1","1","1","1","2","1","2",10,0,7,2.33333333333333,3.66666666666667,2.66666666666667,1,2,2.33333333333333,2.5,1,4,2,"2","2",14.3333333333333,0,18
75112,"1","25","2","1","1","3",5000,"1",176,90,"2","3","1","1","2","1","2",0,1,8,2.33333333333333,3,2.66666666666667,2,2.33333333333333,3,2.5,2,2.66666666666667,0,"2","2",0.333333333333333,0,15
75212,"1","25","2","2","2","4",8000,"1",180,64,"1","3","1","1","2","1","2",0,0,3,1.66666666666667,4,3,1,2.66666666666667,3.66666666666667,2,1,4,0,"1","2",0.666666666666667,0,18
75324,"1","25","2","1","1","1",15000,"2",163,62,"2","3","1","4","2","1","2",0,0,5,2,3.33333333333333,2.33333333333333,2,2,2,2,1.5,3.66666666666667,0,"1","2",0,3,17
75328,"1","25","2","2","1","1",8000,"1",180,80,"2","4","1","1","2","1","2",2,0,6,1.33333333333333,2.33333333333333,2.33333333333333,2,2,2.66666666666667,1,1,4,10,"1","1",4.33333333333333,1,17
80510,"2","33","1","1","0","2",3600,"1",160.3,58,"2","4","1","1","2","2","1",0,0,7,3.33333333333333,3,3.33333333333333,1.33333333333333,2.66666666666667,4,2,1,1,2,"2","2",3.33333333333333,0,16
80516,"2","30","1","1","0","1",1200,"2",151,42,"3","2","1","2","2","1","1",2,2,8,2.66666666666667,2,2.33333333333333,2.33333333333333,2,2,1,1,1.33333333333333,5,"1","2",4.66666666666667,1,15
80536,"2","30","1","1","1","0",300,"1",158,45,"1","4","1","2","2","1","2",0,0,7,2.33333333333333,3.33333333333333,4,1,2,4,2,1.5,1,0,"1","1",5,0,19
80606,"1","30","1","1","3","0",3500,"2",168,46,"3","3","1","1","2","1","2",1,0,7,2.33333333333333,2.66666666666667,3,1.66666666666667,2.66666666666667,2,2,1,2,2,"1","2",6.66666666666667,0,17
80703,"1","30","1","1","1","1",5000,"2",187,65,"3","2","1","1","2","1","2",0,0,8,2,2,3,2.33333333333333,2.66666666666667,3,2.5,1,1.66666666666667,0,"2","2",0.666666666666667,0,17
80706,"1","30","1","1","1","1",3000,"2",171,65,"2","3","1","1","2","1","2",1,0,8,1,1.33333333333333,2.66666666666667,2,4,2.66666666666667,3,2,4,0,"2","2",0,0,15
80708,"1","30","1","2","1","1",3000,"2",171,60,"1","2","1","1","2","1","2",0,0,7,1.33333333333333,3.33333333333333,2.66666666666667,1,2,2.66666666666667,1,1.5,3.33333333333333,0,"1","2",0.666666666666667,0,18
80712,"1","37","1","1","3","0",1800,"3",176,80,"1","4","1","5","2","1","2",0,0,8,3.66666666666667,3.66666666666667,2,2,2,1.66666666666667,1.5,1,1.66666666666667,0,"2","2",0,0,18
80824,"2","30","1","1","1","1",5000,"1",171,60,"2","2","1","4","2","1","2",0,3,8,2,3,2,2,2.33333333333333,2,1,1,2,0,"2","2",0,2,16
80926,"1","30","2","1","1","0",2500,"3",173,70,"1","4","1","5","2","1","2",0,0,7,2.33333333333333,3.33333333333333,2.33333333333333,2.66666666666667,2,2.33333333333333,2,1,1.66666666666667,5,"1","2",1,0,18
80935,"1","30","1","1","2","3",12000,"2",172,53,"2","3","1","1","2","1","2",2,0,8,1,4,3.33333333333333,1.66666666666667,1,3,1,1,3.33333333333333,0,"1","2",0,0,17
81023,"2","30","2","1","1","0",6000,"2",155,49,"1","3","1","1","2","1","2",2,0,8,2,3.66666666666667,2.66666666666667,2,2.33333333333333,3.33333333333333,1.5,1,1.33333333333333,0,"2","2",1.66666666666667,0,15
81025,"2","30","1","1","1","1",1000,"2",165,50,"2","2","1","1","2","1","2",10,0,8,1.66666666666667,2.33333333333333,2.33333333333333,1.66666666666667,3,2,2.5,1.5,2.33333333333333,0,"2","2",1,1,15
81032,"1","30","1","1","0","0",0,"3",170.1,80,"1","4","1","6","2","2","2",3,1,8,4,2,3.66666666666667,2,3,2.66666666666667,1.5,1,1.66666666666667,0,"1","2",1,0,15
81040,"1","30","3","1","3","1",2000,"2",172,57,"2","4","1","4","2","1","2",3,0,5,2,3.66666666666667,2.33333333333333,2,2,2.66666666666667,3,2,3.33333333333333,0,"1","2",3,0,18
81119,"2","30","2","2","3","1",5500,"2",155,47,"2","3","1","1","2","1","2",1,0,6,2,3.33333333333333,2.33333333333333,2,2,1,2,1,1,0,"1","1",0,4,19
81136,"1","30","2","2","2","0",6000,"3",170,70,"2","2","1","1","2","2","2",5,0,7,2.33333333333333,2.33333333333333,1.66666666666667,1.33333333333333,2,2,2,1,2.33333333333333,0,"1","2",4.66666666666667,2,15
81303,"1","30","2","2","1","1",2400,"1",169,60,"2","2","1","1","2","1","2",0,0,7,2,3,4,3,3.33333333333333,2.66666666666667,2,1,2,0,"2","2",0.666666666666667,0,16
81404,"2","30","2","2","1","1",5000,"2",158,60,"1","3","1","1","2","1","2",0,0,6,2.33333333333333,3.66666666666667,2.66666666666667,1.33333333333333,2.33333333333333,3.33333333333333,1,1,1,0,"1","1",5,4,18
81412,"2","37","1","1","0","1",500,"2",164,80,"2","3","1","1","2","1","2",0,2,7,3,3,3,2,2,1.33333333333333,2.5,1,3,2,"2","2",11,0,18
81434,"2","30","1","1","0","0",4000,"1",168,59,"2","2","1","2","2","1","2",0,0,5,2.33333333333333,4,1,1.33333333333333,1,2.66666666666667,1,1,3.33333333333333,0,"2","2",0.666666666666667,0,19
90405,"1","31","1","1","3","3",2500,"2",165,50,"3","2","1","1","2","1","2",0,1,7,2.66666666666667,3,2,2.33333333333333,2.33333333333333,3.33333333333333,2,1.5,3,0,"1","2",0,2,15
90420,"1","31","1","1","1","1",3500,"3",168,51,"2","3","1","1","2","1","2",3,0,6,2,2.66666666666667,2.66666666666667,2,2,2.66666666666667,1,1,2.66666666666667,2,"1","2",4,2,16
90425,"1","31","2","2","1","0",6500,"3",170,50,"2","3","1","1","2","1","2",0,0,7,2.333333,2.333333,2.666667,1.333333,2.333333,2.333333,1,1,3,3,"1","1",0.666666666666667,2,18
97901,"2","31","2","2","1","0",1080,"4",161,50,"2","4","1","3","2","1","2",0,0,7,2,4,2,2.33333333333333,2.66666666666667,2,2,1,2.33333333333333,0,"2","2",3.33333333333333,2,15
97904,"2","31","1","1","0","1",1200,"3",158,51,"3","4","1","2","2","1","2",2,0,8,1,3.33333333333333,4,2,3,1.33333333333333,2,1,2,3,"2","2",15,0,15
97907,"2","31","1","1","1","1",1700,"3",165,60,"2","4","1","4","2","1","2",1,2,8,3.33333333333333,3.33333333333333,2.66666666666667,1.33333333333333,2.33333333333333,2,1.5,1,2.33333333333333,2,"2","1",4,2,15
97908,"2","31","1","2","1","1",4800,"2",160,49,"1","3","1","1","2","1","2",6,0,8,2,3.66666666666667,2.33333333333333,1.66666666666667,2,2.33333333333333,2.5,1.5,2,4,"2","1",6,2,15
98013,"1","31","2","2","1","1",6000,"1",169,55,"1","3","1","1","2","1","2",2,0,8,2.33333333333333,2.33333333333333,2,2,2.33333333333333,2.66666666666667,2,1,2.33333333333333,0,"2","2",0,0,17
98029,"1","31","2","2","1","0",3400,"1",172,63,"2","2","1","1","2","1","2",0,1,9,3,4,2.66666666666667,2.33333333333333,2.33333333333333,4,3,1,3.66666666666667,0,"2","2",0,1,16
98032,"1","31","2","2","1","1",2200,"2",173,61,"2","3","1","1","2","1","2",0,0,5,1.666667,3.666667,2.666667,2,2.333333,2.666667,4,4,2.666667,0,"1","2",0,5,18
98033,"1","31","1","1","2","1",4500,"1",183,73,"2","1","1","1","2","1","2",0,0,8,4,2.33333333333333,2.33333333333333,1.33333333333333,1.33333333333333,2.66666666666667,2.5,1,1.33333333333333,2,"2","2",0,1,17
107821,"1","32","2","1","1","3",6000,"1",172.5,56,"2","3","1","1","2","1","2",0,0,8,3.33333333333333,3.33333333333333,3.33333333333333,2.66666666666667,3,3.33333333333333,2,1,4,0,"2","2",0,0,15
107824,"1","32","1","1","1","0",6000,"2",174,56,"2","4","1","1","2","1","2",1,0,6,1,3.66666666666667,2.33333333333333,1.33333333333333,1.66666666666667,2.66666666666667,2,2,3,1,"1","2",1,0,16
107828,"1","32","1","1","2","3",7000,"2",163.2,52,"2","4","1","1","2","1","2",1,1,7,2,2.66666666666667,3,2.66666666666667,2.66666666666667,1.66666666666667,2,1,2.33333333333333,1,"2","2",1.66666666666667,3,15
108107,"2","32","2","1","1","1",3500,"2",158,50,"1","4","1","1","2","1","2",2,0,6,1,2.66666666666667,2.66666666666667,1.33333333333333,1.66666666666667,1,1,1,3,0,"2","2",0,2,15
108118,"2","32","1","1","1","1",2500,"2",153,46,"1","4","1","1","2","1","2",0,3,6,1,3,2.66666666666667,2,3,4,1.5,1,1.66666666666667,1,"1","2",1.66666666666667,0,15
108135,"2","32","2","2","1","1",4500,"2",160,47,"2","3","1","1","2","1","2",5,0,7,1.33333333333333,3.66666666666667,2,1.33333333333333,2.33333333333333,2.33333333333333,1,1,2,0,"2","2",0,2,15
108211,"1","32","1","1","1","0",2500,"2",171,62.8,"2","4","1","1","2","1","2",5,0,8,2.33333333333333,2.66666666666667,3.66666666666667,2.66666666666667,1,2.66666666666667,3,1,1.66666666666667,3,"2","2",0.666666666666667,2,15
108213,"1","32","1","1","2","1",5000,"2",166,65,"2","4","1","1","2","1","2",5,4,7,2.66666666666667,1.66666666666667,2.66666666666667,2,1.66666666666667,2,3,1,2.33333333333333,2,"1","2",9,3,15
108226,"1","32","1","1","3","0",2500,"3",176,60,"2","3","1","5","2","1","2",2,0,7,2.66666666666667,2.66666666666667,3,2.66666666666667,2.66666666666667,2.66666666666667,2,1,2.33333333333333,0,"1","2",4,1,18
117101,"1","33","1","1","3","0",1300,"3",173,70,"2","3","1","5","2","1","2",0,0,9,2.66666666666667,3,4,2.33333333333333,3,2.33333333333333,3,2.5,3.33333333333333,10,"2","2",7.33333333333333,0,17
117104,"1","33","1","1","1","0",2600,"2",180,62,"1","2","1","2","2","2","2",0,0,7,1.66666666666667,2.66666666666667,2,1.33333333333333,2,1,2.5,1,4,2,"1","2",14.3333333333333,3,17
117106,"1","33","1","1","1","0",3300,"2",169,50,"2","4","1","1","2","1","2",0,0,10,4,4,3,2.66666666666667,2.33333333333333,1,2,1.5,2.66666666666667,0,"1","2",1,2,17
117115,"1","33","1","1","3","1",4500,"2",170,57,"2","1","1","1","2","1","2",4,0,8,2.33333333333333,3.33333333333333,3.66666666666667,1.33333333333333,3.66666666666667,3,2,1,1.66666666666667,0,"2","2",6.66666666666667,3,15
117119,"1","33","1","1","3","1",2500,"2",160,70,"4","3","1","1","2","1","2",2,0,10,2,2.66666666666667,2,2,2,2,2.5,2,2,0,"2","2",1.66666666666667,1,15
117428,"1","33","2","2","0","2",4000,"2",171,54,"1","4","1","2","2","1","2",3,0,7,2,2.66666666666667,2,2,2.66666666666667,3,1,1,2.66666666666667,1,"2","2",1.66666666666667,1,17
118301,"2","33","1","2","1","3",3500,"2",160,52,"2","2","1","3","2","1","2",0,0,5,3,3,3,2,2,2,3,2,1.66666666666667,2,"2","2",2.66666666666667,3,15
118305,"1","33","1","1","2","0",3000,"2",182,85,"1","3","1","1","2","1","2",0,0,6,1.66666666666667,3.33333333333333,2.33333333333333,1,1,1.66666666666667,1,1,3,0,"1","2",1,0,18
118309,"1","33","1","1","3","4",15000,"2",174,68,"1","4","1","1","2","1","2",3,0,9,1,3,2.66666666666667,2,3.33333333333333,1,1,1,1,4,"2","2",5.33333333333333,3,16
118317,"1","33","1","1","3","0",2000,"2",177,90,"2","3","1","1","2","1","2",0,0,6,3,3.33333333333333,4,2,2.33333333333333,2.66666666666667,2,2.5,2,0,"2","2",1.66666666666667,0,19
118422,"1","33","1","1","1","1",4500,"3",180,75,"1","2","1","1","2","1","2",5,1,6,2,2,3,2,2,2,2.5,1,1,0,"2","2",0,3,15
118428,"2","33","1","1","0","0",500,"2",151,45,"3","3","1","2","2","1","2",0,0,9,2.66666666666667,3.66666666666667,4,2,3,3.66666666666667,2,1,2.66666666666667,0,"1","2",0.666666666666667,0,17
126310,"1","34","2","3","3","1",5000,"2",168,58,"1","4","1","1","2","1","2",0,0,3,1.66666666666667,2,2.66666666666667,2.66666666666667,2.66666666666667,1.66666666666667,1.5,1,2.33333333333333,0,"2","2",0,0,18
126313,"1","34","1","1","3","4",2000,"2",160,45,"3","4","1","1","2","1","2",2,0,7,2,3.66666666666667,3.66666666666667,2.33333333333333,2.66666666666667,1.66666666666667,2,1,3,1,"2","2",1,1,15
126611,"1","34","2","2","2","1",3200,"2",174,50,"2","3","1","1","2","1","2",2,0,8,2,3,3.33333333333333,2,3,2.66666666666667,2,1,2,2,"2","2",4.33333333333333,2,15
126625,"1","34","2","2","1","1",4000,"2",169,60,"3","3","1","1","2","1","2",2,0,7,4,1,2.66666666666667,3.33333333333333,1.33333333333333,2.66666666666667,3,1,1.33333333333333,2,"2","2",0,1,15
128514,"1","34","1","1","1","0",5000,"2",175,65,"2","2","1","2","2","2","2",0,0,5,2.33333333333333,2.33333333333333,3,2.33333333333333,2.66666666666667,2.33333333333333,3,2,3,0,"2","2",13.3333333333333,0,18
128523,"2","34","2","2","1","1",6000,"2",146,34,"3","4","1","1","2","1","2",3,0,5,2,2.66666666666667,2.66666666666667,2,2.66666666666667,2.66666666666667,1.5,1,2.66666666666667,1,"2","1",0.666666666666667,2,15
128524,"2","34","1","1","1","3",2000,"2",165,54,"2","4","1","2","2","1","2",0,1,8,3,3,4,2.33333333333333,2.33333333333333,3,2,2,2.33333333333333,0,"1","2",0,0,16
128605,"2","34","2","1","1","1",4800,"2",160,50,"2","2","1","2","2","1","2",0,0,8,2.33333333333333,4,2.66666666666667,2.33333333333333,2,2,2.5,1.5,2.33333333333333,4,"2","2",2,0,15
128626,"2","34","1","1","3","0",3000,"2",167,55,"1","2","1","1","2","1","2",4,0,9,2.66666666666667,3.66666666666667,2,2.66666666666667,1.66666666666667,2.66666666666667,2,1.5,3.33333333333333,3,"1","2",9,2,19
136213,"2","35","2","2","1","0",5000,"2",163,50,"3","4","1","1","2","1","2",3,0,5,2.66666666666667,2.66666666666667,4,2,4,2.33333333333333,3,1,2.33333333333333,0,"1","2",10.6666666666667,1,18
138701,"1","35","1","1","1","1",5000,"3",165,50,"2","3","1","1","2","1","2",5,0,6,2,2.66666666666667,3,2,2.33333333333333,3,2,1,2.66666666666667,3,"1","2",10,3,16
138703,"2","35","1","1","1","0",2800,"2",165,45,"2","2","1","2","2","1","2",2,0,5,2,2.66666666666667,2.66666666666667,2,2.33333333333333,2,1,1,1.66666666666667,1,"1","2",2,1,17
138723,"2","35","2","1","0","3",2500,"2",156,54,"1","2","1","2","2","1","2",0,0,6,2,2.66666666666667,3,2,2.66666666666667,3,2,1,1,0,"1","2",5.33333333333333,1,18
138726,"1","35","1","1","3","0",2400,"2",180,56,"3","3","1","1","2","1","2",0,0,6,2,2.33333333333333,2.66666666666667,1.33333333333333,2.66666666666667,3,1.5,1,2.33333333333333,0,"1","2",3.33333333333333,1,17
142403,"2","36","2","1","1","1",5000,"2",158,49,"2","3","1","1","2","1","2",3,0,4,2,2,2.66666666666667,2.33333333333333,3,2.33333333333333,2,1,2.66666666666667,3,"1","2",6.66666666666667,1,18
142425,"1","36","2","1","1","0",6000,"1",176,59,"2","2","1","1","2","1","2",3,0,6,2,3.33333333333333,2.33333333333333,1.33333333333333,1,2.33333333333333,2.5,1,2.66666666666667,2,"1","2",2,3,16
142427,"1","36","2","1","2","0",3600,"2",163,46,"3","4","1","1","2","1","2",2,0,6,1,3,1.66666666666667,2,2.66666666666667,3.33333333333333,2,1,2.33333333333333,2,"1","2",2,0,15
142431,"1","36","2","2","2","0",5000,"2",178,70,"1","3","1","1","2","1","2",2,0,6,2.33333333333333,3,2.33333333333333,1.66666666666667,2,2.33333333333333,1,1,2,0,"1","2",3.33333333333333,0,18
